,Antonyms,Term,Synonyms
2770,[''],polycrystalline,['']
2771,[''],lazzarin,['']
2772,['guess'],criterion,"['benchmark', 'norm', 'precedent', 'principle', 'proof', 'touchstone', 'yardstick', 'control', 'criterion', 'guideline', 'measure', 'standard', 'gauge', 'precept', 'tenet', 'epitome', 'paragon', 'barometer', 'indicator', 'meter', 'pattern']"
2773,[''],sed,['']
2774,"['use', 'little', 'limited', 'few', 'whole']",loads,"['amount', 'bundle', 'capacity', 'consignment', 'goods', 'haul', 'payload', 'shipment', 'weight', 'task', 'responsibility', 'lade', 'stuff', 'pile', 'carry', 'cram', 'pack', 'stack', 'store', 'fill', 'lots', 'mass', 'endless', 'myriad', 'uncounted', 'untold', 'gob', 'lump', 'morsel', 'slab', 'slice', 'wedge', 'oodles', 'plenty']"
2775,[''],ayatollahi,['']
2776,[''],vbd,['']
2777,[''],pseudocapacitive,['']
2778,[''],fec,['']
2779,[''],ac_k,['']
2780,[''],μf,['']
2781,[''],diglyme,['']
2782,[''],litfms,['']
2783,[''],lics,['']
2784,"['chaos', 'disorganization', 'freedom', 'lawlessness', 'mismanagement', 'neglect', 'serve', 'mismanage', 'yield', 'submit', 'follow', 'obey', 'consent', 'comply', 'surrender', 'disorganize', 'leave']",control,"['authority', 'curb', 'discipline', 'domination', 'force', 'government', 'jurisdiction', 'management', 'oversight', 'regulation', 'restraint', 'restriction', 'rule', 'supervision', 'dominate', 'handle', 'lead', 'oversee', 'supervise', 'manage', 'administer', 'command', 'govern', 'regulate', 'conduct', 'manipulate', 'adjust', 'limit', 'check', 'contain', 'administrate', 'direct', 'execute', 'agency', 'control', 'legislation', 'organization', 'policy', 'ascendancy', 'dominance', 'predominance']"
2785,"['insignificance', 'unimportance', 'dullness', 'whole', 'lethargy', 'extreme']",dimension,"['aspect', 'element', 'extent', 'height', 'importance', 'length', 'magnitude', 'proportion', 'quality', 'range', 'scope', 'size', 'thickness', 'comprehensiveness', 'dimension', 'fullness', 'scale', 'bounds', 'environs', 'purview', 'amount', 'grade', 'intensity', 'point', 'rate', 'severity', 'standard', 'strength', 'term', 'breadth', 'diameter', 'duration', 'limit', 'mileage', 'period', 'piece', 'portion', 'quantity', 'radius', 'section', 'segment', 'space', 'span', 'stretch', 'width']"
2786,"['exteriority', 'outside', 'exterior']",media,"['news', 'publishing', 'radio', 'television', 'broadcasting', 'media', 'heart', 'midst', 'journalist', 'magazine', 'newspaper', 'paper', 'publisher', 'reporter', 'writer']"
2787,[''],uri,['']
2788,[''],dermal,['']
2789,[''],hel,['']
2790,"['ignorance', 'inability', 'inexperience', 'meanness', 'disregard', 'disdain', 'immorality', 'unimportance', 'evil', 'dishonor', 'insignificance', 'indecency']",culture,"['ability', 'art', 'civilization', 'experience', 'fashion', 'perception', 'practice', 'science', 'skill', 'development', 'lifestyle', 'knowledge', 'habit', 'society', 'folklore', 'agriculture', 'cultivation', 'culture', 'horticulture', 'husbandry', 'backdrop', 'education', 'environment', 'history', 'qualification', 'tradition', 'training', 'upbringing', 'rearing', 'civility', 'deference', 'generosity', 'kindness', 'reverence', 'sympathy', 'decency', 'decorum', 'grace', 'grandeur', 'greatness', 'honor', 'morality', 'poise', 'prestige', 'quality', 'respectability', 'self-respect', 'stature', 'status', 'virtue']"
2791,['wired'],cellular,"['biological', 'nuclear', 'Wi-Fi']"
2792,"['peace', 'disadvantage', 'injury', 'hurt', 'hindrance', 'harm']",mobilization,"['change', 'crusade', 'demonstration', 'evolution', 'faction', 'flow', 'group', 'organization', 'party', 'shift', 'tendency', 'transfer', 'trend', 'unrest', 'handling', 'help', 'service', 'practice', 'value', 'need', 'benefit', 'adoption', 'treatment', 'usage', 'operation', 'purpose', 'selection', 'compilation', 'number', 'set', 'assemblage', 'lot', 'assortment', 'store']"
2793,[''],keratinocytes,['']
2794,"['inanimate', 'abstract', 'stingy', 'uncharitable']",human,"['animal', 'mortal', 'personal', 'body', 'life', 'character', 'individual', 'child', 'creature', 'charitable', 'humanitarian', 'magnanimous', 'philanthropic', 'party', 'person', 'soul', 'physical']"
2795,[''],toxicol,['']
2796,[''],ros,['']
2797,[''],mtt,['']
2798,[''],mitochondrial,['']
2799,[''],toxicity,['']
2800,[''],brennan,['']
2801,[''],gravelle,['']
2802,"['fight', 'take', 'abandon', 'stop', 'neglect', 'fail', 'refuse', 'deny', 'hide', 'conceal', 'withhold', 'destroy', 'delude', 'halt', 'hurt', 'discourage', 'prevent', 'hinder', 'block', 'dissuade']",present,"['current', 'now', 'today', 'do', 'pose', 'raise', 'give', 'perform', 'suggest', 'show', 'submit', 'cite', 'offer', 'produce', 'declare', 'display', 'stage', 'award', 'bestow', 'confer', 'accustom', 'advise', 'apprise', 'enlighten', 'familiarize', 'inform', 'benefit', 'boost', 'encourage', 'further', 'introduce', 'push']"
2803,"['auxiliary', 'inessential', 'insignificant', 'minor', 'nonessential', 'secondary', 'unimportant', 'unnecessary']",basic,"['elemental', 'essential', 'key', 'main', 'necessary', 'primary', 'primitive', 'underlying', 'vital', 'bald', 'cold', 'meager', 'mere', 'stark', 'central']"
2804,[''],rivin,['']
2805,"['agitation', 'excitement', 'instability', 'unevenness', 'imbalance']",equilibrium,"['calmness', 'composure', 'serenity', 'stability', 'symmetry', 'equilibrium', 'aplomb', 'dignity', 'equanimity', 'fortitude', 'poise', 'self-assurance', 'self-control', 'sobriety', 'coordination', 'fairness', 'identity', 'impartiality', 'parity', 'tolerance']"
2806,[''],microcalorimetry,['']
2807,[''],menendez,['']
2808,[''],palma,['']
2809,[''],phillips,['']
2810,[''],site,"['ground', 'home', 'location', 'scene', 'section', 'spot', 'station', 'camp', 'center', 'depot', 'field', 'garrison', 'port', 'post', 'settlement', 'site', 'terminal', 'campground', 'campsite', 'cave', 'dwelling', 'environment', 'haven', 'nest', 'surroundings', 'terrain', 'territory']"
2811,[''],pzc,['']
2812,[''],calorimetric,['']
2813,[''],bdh,['']
2814,[''],calorimetry,['']
2815,[''],optimisation,['']
2816,"['take', 'oppose', 'retain', 'keep', 'hold', 'use', 'disapprove', 'withhold', 'veto', 'refuse', 'deny', 'stop', 'maintain', 'fail', 'hoard', 'refrain']",supply,"['amount', 'fund', 'inventory', 'number', 'quantity', 'stock', 'stockpile', 'feed', 'grant', 'afford', 'transfer', 'contribute', 'deliver', 'yield', 'produce', 'equip', 'cater', 'find', 'store', 'fill', 'help', 'provide', 'serve', 'sustain', 'apply', 'authorize', 'disburse', 'distribute', 'execute', 'extend', 'give', 'impose', 'perform', 'regulate']"
2817,[''],modelling,"['create', 'design', 'represent', 'wear']"
2818,[''],apparatus,"['appliance', 'device', 'gear', 'gizmo', 'machine', 'machinery', 'means', 'mechanism', 'hierarchy', 'bureaucracy', 'network', 'structure', 'accessory', 'accoutrement', 'trappings', 'gadget', 'instrument', 'tool', 'contrivance', 'rig']"
2819,"['exit', 'conclusion', 'egress']",inlet,"['basin', 'estuary', 'fjord', 'branch', 'access', 'avenue', 'corridor', 'door', 'doorway', 'entry', 'entryway', 'gate', 'hall', 'hallway', 'lobby', 'opening', 'passageway', 'porch', 'port', 'staircase', 'entrance', 'passage']"
2820,[''],hercynite,['']
2821,[''],pecvd,['']
2822,[''],splitter,['']
2823,[''],dz,['']
2824,[''],mz,['']
2825,[''],reflected,['']
2826,[''],interferometer,['']
2827,[''],mx,"['ammunition', 'bomb', 'bullet', 'projectile', 'rocket']"
2828,[''],mirrors,"['exemplify', 'represent', 'depict', 'imitate', 'echo', 'typify', 'mimic', 'personify', 'epitomize', 'embody', 'follow', 'symbolize', 'illustrate']"
2829,[''],mxmz,['']
2830,['original'],mirror,"['exemplify', 'represent', 'depict', 'imitate', 'echo', 'typify', 'mimic', 'personify', 'epitomize', 'embody', 'follow', 'symbolize', 'illustrate', 'emulate', 'pirate', 'repeat', 'simulate', 'steal', 'image', 'model', 'photocopy', 'photograph', 'portrait', 'print', 'replica', 'reproduction', 'transcript', 'type']"
2831,[''],nanostructures,['']
2832,[''],finqueneisel,['']
2833,[''],linders,['']
2834,[''],taqvi,['']
2835,"['freedom', 'liberation', 'minimum', 'expand', 'strengthen', 'raise', 'extend', 'help', 'encourage', 'allow', 'increase', 'permit', 'assist', 'aid', 'lengthen', 'add', 'keep', 'free', 'accept', 'approve', 'admit', 'go', 'continue', 'advance', 'welcome', 'ratify', 'include', 'choose', 'release', 'sanction', 'grant', 'opening', 'assistance']",limit,"['cap', 'ceiling', 'check', 'curb', 'deadline', 'maximum', 'restraint', 'restriction', 'hinder', 'inhibit', 'set', 'bar', 'lessen', 'reduce', 'narrow', 'specify', 'define', 'abbreviate', 'curtail', 'truncate', 'ban', 'deny', 'disallow', 'discourage', 'eliminate', 'enjoin', 'exclude', 'forbid', 'limit', 'outlaw', 'preclude', 'prevent', 'refuse', 'reject', 'restrain', 'segregate', 'stop', 'suspend', 'barricade', 'blockade', 'boundary', 'fence', 'hurdle', 'impediment', 'obstacle', 'railing', 'roadblock', 'wall']"
2836,[''],amino,['']
2837,['inexperienced'],produced,"['composed', 'formed', 'acted', 'staged', 'performed', 'bred', 'cultivated', 'cultured', 'produced', 'raised', 'trained', 'chartered', 'completed', 'founded', 'incorporated', 'initiated', 'organized', 'ratified', 'settled', 'assembled', 'constructed', 'fabricated', 'mass-produced', 'shaped']"
2838,[''],tribromobenzoic,['']
2839,[''],precursors,"['forerunner', 'harbinger', 'prototype']"
2840,[''],monodisperse,['']
2841,[''],debromination,['']
2842,[''],trichlorophenol,['']
2843,[''],tribromophenol,['']
2844,[''],hcms,['']
2845,[''],wei,['']
2846,[''],printer,['']
2847,['inaccuracy'],transparency,"['clarity', 'accuracy', 'brightness', 'certainty', 'directness', 'lucidity', 'precision', 'purity', 'simplicity', 'transparency', 'elegance', 'fragility', 'lightness', 'subtlety', 'tenderness']"
2848,[''],butenko,['']
2849,[''],saint,"['beatify', 'consecrate']"
2850,[''],osipov,['']
2851,[''],ferrari,['']
2852,[''],kuznetsov,['']
2853,[''],detonation,"['ignition', 'roar', 'rumble', 'thud', 'thump', 'burst', 'crash', 'detonation', 'eruption', 'outbreak', 'outburst', 'volley', 'rupture', 'blast', 'firing']"
2854,[''],petersburg,['']
2855,[''],shells,"['penne', 'spaghetti', 'tortellini', 'gnocchi', 'linguine', 'macaroni', 'ravioli']"
2856,[''],nanodiamonds,['']
2857,[''],nanodiamond,['']
2858,"['inferior', 'freedom', 'liberation', 'minimum', 'bottom', 'nadir']",max,"['transcendent', 'utmost', 'preeminent', 'restriction', 'ceiling', 'restraint', 'cap', 'maximum', 'curb', 'deadline', 'check', 'bulk', 'peak', 'apex', 'culmination', 'height', 'greatest', 'predominance', 'prevalence', 'pinnacle', 'apogee']"
2859,[''],struzzi,['']
2860,[''],recorded,"['documented', 'listed', 'registered', 'reported', 'taped', 'marked', 'recorded']"
2861,[''],scardamaglia,['']
2862,[''],sidewalls,['']
2863,[''],grafting,"['affix', 'implant', 'propagate']"
2864,[''],bittencourt,['']
2865,[''],elettra,['']
2866,[''],snyders,['']
2867,[''],spem,['']
2868,[''],aam,['']
2869,[''],shuwen_wang_high_surface,['']
2870,[''],monoliths,"['monument', 'ceremony', 'headstone', 'mausoleum', 'plaque', 'remembrance', 'statue', 'tombstone', 'gravestone', 'marker', 'masterpiece', 'pillar', 'shrine', 'slab', 'stele', 'stone', 'tablet', 'testament', 'tomb', 'tribute']"
2871,[''],nir,['']
2872,[''],ssdna,['']
2873,[''],dsdna,['']
2874,[''],rbm,['']
2875,[''],ox,"['burly', 'hulking', 'sturdy']"
2876,[''],naddbs,['']
2877,[''],biris,['smoke']
2878,"['gentle', 'nice', 'polished', 'polite', 'refined', 'smooth', 'sophisticated', 'unnatural', 'mild', 'kind', 'pleasant', 'sympathetic', 'warm', 'hot', 'bright', 'happy', 'friendly', 'cheerful']",raw,"['basic', 'coarse', 'crude', 'fresh', 'natural', 'organic', 'rough', 'uncooked', 'undercooked', 'unprocessed', 'untreated', 'peeled', 'cold', 'bitter', 'wet', 'hurting', 'nagging', 'sore', 'throbbing', 'bleak', 'harsh', 'penetrating', 'austere', 'chilly', 'desolate', 'dreary', 'grim']"
2879,[''],raymo,['']
2880,[''],fluoropore,['']
2881,[''],giordani,['']
2882,[''],merocyanine,['']
2883,[''],spiropyran,['']
2884,[''],spiropyrans,['']
2885,[''],dmf,['']
2886,[''],lifshitz,['']
2887,[''],schittenhelm,['']
2888,['whole'],wings,"['group', 'faction', 'arm', 'branch', 'circle', 'side', 'unit', 'narcotic']"
2889,[''],graphenes,['']
2890,"['light', 'brightness']",etching,"['engraving', 'inscription', 'reproduction', 'cartoon', 'depiction', 'design', 'etching', 'graphics', 'layout', 'likeness', 'painting', 'picture', 'sketch', 'study', 'illustration', 'lithograph', 'woodcut', 'decoration', 'image', 'photo', 'photograph', 'snapshot', 'vignette', 'contour', 'portrait', 'shade', 'shadow', 'shape']"
2891,[''],trasobares,['']
2892,['unable'],stacked,"['accumulated', 'collected', 'concentrated', 'huddled', 'massed', 'reunited', 'able', 'adapted', 'arranged', 'groomed', 'inclined', 'planned', 'processed', 'qualified', 'willing', 'rated']"
2893,"['shrinkage', 'decrease', 'stagnation', 'reduction', 'lessening', 'one', 'individual']",stacks,"['bundle', 'heap', 'mountain', 'pyramid', 'sheaf', 'load', 'stockpile', 'pile', 'accretion', 'aggregation', 'build-up', 'growth', 'inflation', 'quantity', 'enlargement', 'escalation', 'expansion', 'assemblage', 'assortment', 'band', 'batch', 'bevy', 'chunk', 'cluster', 'crew', 'crowd', 'flock', 'gang', 'group', 'lot', 'mess', 'mob', 'multitude', 'number', 'pack', 'stack', 'array', 'bag', 'bale', 'box', 'bunch', 'carton', 'clump', 'crate', 'package', 'packet', 'pallet', 'parcel', 'wad', 'fireplace', 'flue', 'furnace', 'hearth', 'pipe', 'vent']"
2894,[''],biomedical,['']
2895,[''],biosystems,['']
2896,[''],clathrin,['']
2897,[''],macrophages,['']
2898,[''],cytoskeleton,['']
2899,[''],actin,['']
2900,[''],exocytosis,['']
2901,"['wholesomeness', 'health', 'depression']",tumor,"['Cancer', 'carcinoma', 'cyst', 'lump', 'swelling', 'corn', 'nodule', 'wart', 'corruption', 'disease', 'malignancy', 'sickness', 'tumor', 'doorknob', 'latch', 'lever', 'bulge', 'bump', 'chunk', 'hunk', 'knot', 'pile', 'wad']"
2902,[''],proteins,['']
2903,[''],biological,"['organic', 'biological', 'nuclear']"
2904,[''],cnms,['']
2905,[''],endocytosis,['']
2906,[''],decontaminants,"['refinery', 'refiner']"
2907,[''],oximate,['']
2908,[''],buncel,['']
2909,[''],diethylphosphate,['']
2910,[''],cyclohexyl,['']
2911,[''],simulant,['']
2912,[''],chlorophenyl,['']
2913,[''],sarin,['']
2914,[''],oximes,['']
2915,[''],decontamination,['']
2916,[''],oxime,['']
2917,[''],hydroxymethanimine,['']
2918,[''],toxicants,"['bacteria', 'contamination', 'germ', 'toxin', 'venom', 'virus', 'infection']"
2919,[''],gb,['']
2920,[''],hydrolysis,['']
2921,[''],atc,['']
2922,[''],isopropylmethylphosphonic,['']
2923,[''],declp,['']
2924,[''],saxena,['']
2925,[''],diethylchlorophosphate,['']
2926,[''],nucleophilic,['']
2927,[''],nucleophiles,['']
2928,[''],impregnants,['']
2929,[''],superconductor,['']
2930,[''],ginzburg,['']
2931,[''],zhong,['']
2932,[''],meissner,['']
2933,[''],oligophenyls,['']
2934,"['surety', 'certainty', 'safety', 'secret', 'antipathy', 'animosity', 'indifference', 'hatred', 'hate', 'dislike']",susceptibility,"['disclosure', 'hazard', 'liability', 'publicity', 'risk', 'vulnerability', 'affection', 'devotion', 'penchant', 'predilection', 'preference', 'tenderness']"
2935,[''],terphenyl,['']
2936,[''],superconductors,['']
2937,[''],bipolarons,['']
2938,[''],superconductivity,['']
2939,[''],superconducting,['']
2940,[''],oe,['']
2941,[''],quinquephenyl,['']
2942,[''],michigan,['']
2943,"['penalty', 'debt', 'loss', 'hurt']",coverage,"['analysis', 'insurance', 'report', 'allowance', 'benefit', 'bonus', 'coverage', 'earnings', 'indemnity', 'pay', 'payment', 'payoff', 'premium', 'profit', 'redress', 'reimbursement', 'remittance', 'remuneration', 'reparation', 'restitution', 'reward', 'salary', 'settlement', 'stipend', 'wage', 'guarantee', 'broadcasting']"
2944,[''],arbor,"['box', 'shelf', 'counter', 'bed', 'furniture', 'lattice', 'arbor']"
2945,"['veto', 'denial', 'opposition', 'disagreement', 'rejection', 'refusal', 'disapproval']",ok,"['fine', 'yes', 'permission', 'approval', 'assent', 'blessing', 'clearance', 'consent', 'go-ahead', 'thumbs-up', 'authorize', 'notarize', 'OK']"
2946,"['whole', 'incompetence', 'weakness']",department,"['administration', 'agency', 'area', 'board', 'branch', 'bureau', 'commission', 'division', 'office', 'staff', 'station', 'unit', 'province', 'business', 'cabinet', 'committee', 'department', 'executive', 'legislature', 'management', 'ministry', 'presidency', 'company', 'firm', 'affiliate', 'force', 'power', 'wing', 'authority', 'class', 'grade', 'group', 'kind', 'league', 'level', 'list', 'rank', 'section', 'tier']"
2947,[''],vertically,"['diagonally', 'horizontally', 'vertically']"
2948,[''],engineering,"['construction', 'manufacturing', 'planning', 'design', 'architecture', 'metallurgy', 'building', 'engineering', 'collaboration', 'collusion', 'connivance', 'guilt', 'involvement', 'manipulation', 'coordination', 'strategy']"
2949,"['hot', 'warm', 'amicable', 'friendly']",south,"['icy', 'freezing', 'frigid', 'glacial']"
2950,[''],attenuation,"['erosion', 'depletion']"
2951,[''],nanoimprint,['']
2952,[''],seoul,['']
2953,[''],bedewy,['']
2954,[''],nextgen,['']
2955,[''],unpatterned,['']
2956,[''],darpa,['']
2957,"['disorderly', 'weak', 'irregular', 'untrustworthy', 'unsteady', 'unstable']",patterned,"['periodic', 'repetitive', 'seasonal', 'frilly', 'gauzy', 'ornate', 'patterned', 'constant', 'efficient', 'formal', 'routine', 'standardized', 'steady', 'systematic']"
2958,[''],nil,"['nonentity', 'nobody', 'nothing', 'nil']"
2959,[''],daem,['']
2960,[''],movie,"['cinema', 'feature', 'film', 'flick', 'picture', 'show', 'videotape', 'talkie', 'cartoon', 'movie', 'act', 'appearance', 'comedy', 'drama', 'pageant', 'play', 'presentation', 'production', 'spectacle']"
2961,[''],wrgo,['']
2962,[''],retardant,['']
2963,[''],pn,['']
2964,[''],phosphorus,['']
2965,"['keep', 'hold', 'employ', 'hire', 'bore', 'discourage', 'tire', 'lethargy', 'indifference', 'apathy']",fire,"['blaze', 'bonfire', 'heat', 'inferno', 'bombardment', 'attack', 'explosion', 'bombing', 'shelling', 'light', 'force', 'shoot', 'explode', 'discharge', 'hurl', 'launch', 'oust', 'expel', 'drop', 'terminate', 'sack', 'energize', 'enliven', 'exalt', 'excite', 'hearten', 'inspire', 'eagerness', 'earnestness', 'fervor', 'intensity', 'passion', 'warmth', 'zeal']"
2966,[''],hto,['']
2967,['ugliness'],it,"['allure', 'appeal', 'attractiveness', 'interest', 'sexiness', 'glamour', 'charisma', 'charm', 'magnetism', 'magic', 'beauty', 'grace']"
2968,[''],chemical,"['synthetic', 'ammo', 'armament', 'bomb', 'bullet', 'cartridge', 'chemical', 'explosive', 'gunpowder', 'materiel', 'missile', 'munition', 'napalm', 'rocket', 'shrapnel', 'torpedo', 'vinegar']"
2969,[''],anthracite,['']
2970,[''],micropore,['']
2971,[''],shadowing,"['dim', 'obscure', 'overshadow', 'stalk', 'intelligence']"
2972,"['whole', 'discouragement', 'effect', 'result', 'plan']",element,"['aspect', 'bit', 'component', 'detail', 'factor', 'fundamental', 'ingredient', 'item', 'material', 'matter', 'member', 'part', 'piece', 'principle', 'view', 'chapter', 'clause', 'paragraph', 'passage', 'provision', 'element', 'explanation', 'motivation', 'motive', 'origin', 'purpose', 'root', 'source', 'accident', 'action', 'case', 'cause', 'coincidence', 'crisis', 'event', 'fact', 'fate', 'incident', 'occurrence', 'status', 'thing', 'time']"
2973,[''],ecr,['']
2974,[''],nanocrystallite,['']
2975,[''],roughening,"['maltreat', 'manhandle', 'mistreat']"
2976,[''],nanocrystalline,['']
2977,[''],downhill,"['falling', 'downward', 'pitched', 'tilted']"
2978,[''],gnc,['']
2979,[''],nanocrystallites,['']
2980,"['uniformity', 'impartiality', 'likeness', 'equality', 'alikeness', 'fairness', 'similarity', 'sameness']",roughness,"['bias', 'difference', 'discrimination', 'disparity', 'diversity', 'injustice', 'unfairness']"
2981,[''],diao,['']
2982,[''],ultrasmooth,['']
2983,['quiet'],conductance,"['broadcast', 'communication', 'delivery', 'gearbox']"
2984,[''],pdos,['']
2985,[''],zzyn,['']
2986,[''],ij,['']
2987,[''],ptc,['']
2988,['sense'],scatted,"['babble', 'drivel']"
2989,[''],zayn,['']
2990,[''],za,['']
2991,[''],phds,"['recipient', 'doctor', 'grad', 'alum', 'alumnus']"
2992,[''],phd,"['recipient', 'doctor', 'grad', 'alum', 'alumnus']"
2993,[''],gnrs,['']
2994,[''],gnr,['']
2995,[''],aayn,['']
2996,['whole'],stripe,"['ribbon', 'brand', 'strain', 'type', 'variety', 'aspect', 'attribute', 'component', 'essence', 'flavor', 'nature', 'peculiarity', 'personality', 'quality', 'style', 'symptom', 'temperament', 'tendency', 'tone', 'virtue', 'collection', 'degree', 'department', 'division', 'family', 'grade', 'league', 'rank', 'school']"
2997,[''],ogino,['']
2998,"['character', 'core', 'interior', 'middle', 'personality', 'disappear']",surfaces,"['area', 'expanse', 'exterior', 'facade', 'face', 'façade', 'level', 'side', 'skin', 'top', 'materialize', 'emerge', 'appear', 'arise']"
2999,"['significant', 'important', 'huge', 'big', 'large', 'obvious', 'substantial']",atomic,"['microscopic', 'thermonuclear', 'imperceptible', 'insignificant', 'minuscule', 'negligible', 'atomic', 'infinitesimal', 'invisible', 'teeny', 'minimal', 'precise', 'tiny']"
3000,[''],directional,['']
3001,[''],sapphire,['blue-green']
3002,"['dark', 'dull', 'unable', 'unsophisticated', 'uncivilized', 'untalented', 'inept', 'incapable', 'unskilled', 'incompetent', 'clumsy', 'unfashionable', 'rough', 'unrefined', 'undignified', 'indecorous', 'inelegant', 'ignoble', 'gloomy', 'dim', 'cloudy', 'rude', 'unmannerly', 'uncivil', 'impolite']",polished,"['gleaming', 'glistening', 'glossy', 'shining', 'shiny', 'elegant', 'ornate', 'skillful', 'flawless', 'accomplished', 'skilled', 'smooth', 'urbane', 'bright', 'refined', 'burnished', 'adept', 'consummate', 'gifted', 'polished', 'proficient', 'talented', 'courtly', 'dignified', 'haughty', 'noble', 'patrician', 'stylish', 'well-bred', 'blazing', 'brilliant', 'dazzling', 'flashing', 'glittering', 'golden', 'intense', 'luminous', 'radiant', 'shimmering', 'silvery', 'sparkling', 'sunny', 'vivid', 'civilized', 'cordial', 'courteous', 'diplomatic', 'formal', 'polite']"
3003,[''],trenches,"['dike', 'foxhole', 'gorge', 'gully', 'moat', 'pit', 'trough', 'waterway']"
3004,[''],controllability,['']
3005,[''],tsukamoto,['']
3006,[''],etched,"['depict', 'engrave', 'imprint', 'incise', 'ingrain', 'inscribe', 'portray', 'stamp', 'chiseled', 'engraved', 'sculpted', 'sculptured', 'decorated', 'embossed', 'minted', 'scratched']"
3007,[''],between,"['transitional', 'intermediate']"
3008,"['center', 'middle']",corner,"['edge', 'intersection', 'rim', 'hole', 'angle', 'box', 'compartment', 'cubicle', 'corner', 'slant', 'twist', 'counter', 'hut', 'pew', 'stall']"
3009,[''],self,"['myself', 'character', 'individuality', 'person', 'ego', 'identity', 'personality', 'psyche', 'existence', 'identification', 'integrity', 'name', 'status', 'child', 'entity', 'man', 'party', 'woman']"
3010,[''],interaction,"['communication', 'cooperation', 'synergy', 'interaction', 'interrelationship', 'parallel']"
3011,[''],assembly,"['congregation', 'crowd', 'gallery', 'gathering', 'market', 'public', 'bunch', 'club', 'collection', 'company', 'corps', 'crew', 'gang', 'party', 'troop', 'troupe']"
3012,"['disperse', 'free', 'ignore', 'loose', 'loosen', 'release', 'reveal', 'uncover', 'untie']",wrapping,"['bandage', 'bind', 'bundle', 'cloak', 'clothe', 'cover', 'drape', 'encase', 'enclose', 'fold', 'hide', 'immerse', 'pack', 'sheathe', 'shroud', 'swaddle', 'swathe', 'bag', 'box', 'casing', 'coat', 'container', 'jacket', 'pocket', 'pouch', 'binder', 'file']"
3013,[''],scrolled,"['circling', 'coiled', 'convolute']"
3014,[''],scrolling,['convolute']
3015,[''],ligands,['']
3016,[''],porphyrins,['']
3017,[''],korin,['']
3018,[''],bettelheim,['']
3019,[''],porphyrin,['']
3020,[''],zagal,['']
3021,[''],ligand,['']
3022,[''],rrde,['']
3023,[''],peroxide,['lighten']
3024,[''],bim,['']
3025,[''],elbaz,['']
3026,[''],fetmpyp,['']
3027,[''],israeli,['']
3028,[''],imidazole,['']
3029,"['cease', 'halt', 'question', 'stop', 'overlook', 'ask', 'slight', 'ignore', 'request', 'leave', 'neglect', 'miss', 'fail', 'idle', 'refuse', 'prevent']",reacts,"['acknowledge', 'act', 'answer', 'behave', 'counter', 'feel', 'perform', 'proceed', 'reply', 'revert', 'address', 'hail', 'notice', 'respond', 'appear', 'conduct', 'do', 'enact', 'execute', 'function', 'operate', 'react', 'seem', 'serve']"
3030,[''],exeter,['']
3031,[''],micrograph,['']
3032,[''],polyarylamide,['']
3033,[''],localised,['']
3034,[''],nomex,['']
3035,[''],tomlinson,['']
3036,"['lose', 'save', 'miss', 'leave', 'fail', 'bear', 'create', 'retain', 'keep', 'hold', 'fix', 'add', 'help', 'build', 'assist', 'aid', 'revive', 'forge', 'meet', 'face', 'develop', 'rise', 'strengthen', 'raise', 'extend', 'expand', 'prolong', 'enlarge', 'enhance', 'increase', 'grow', 'start', 'begin', 'enact', 'continue', 'approve', 'restore', 'sanction', 'ratify', 'validate']",offs,"['homicide', 'lynching', 'massacre', 'felony', 'crime', 'destruction', 'bloodshed', 'shooting', 'manslaughter', 'slaying', 'assassination', 'terrorism', 'execute', 'murder', 'slay', 'slaughter', 'drown', 'poison', 'assassinate', 'eliminate', 'dispatch', 'whack', 'shoot', 'butcher', 'exterminate', 'destroy', 'behead', 'strangle', 'decapitate', 'lynch', 'annihilate', 'expunge', 'ravage', 'erase', 'smash', 'obscure', 'eradicate', 'reduce', 'fade', 'ebb', 'wane', 'dwindle', 'lessen', 'taper', 'subside', 'decrease', 'sink', 'abate', 'diminish', 'shrink', 'retreat', 'annul', 'revoke', 'remove', 'abolish', 'cut', 'abort', 'kill', 'repeal', 'rescind', 'uproot', 'extinguish']"
3037,[''],cyprus,['']
3038,[''],scanning,"['browse', 'check', 'examine', 'scour', 'search', 'skim']"
3039,[''],gimblett,['']
3040,[''],whitbread,['']
3041,[''],wigmans,['']
3042,[''],uxbridge,['']
3043,[''],theocharis,['']
3044,[''],brunei,['']
3045,"['extinguish', 'freeze', 'lose', 'abstain', 'bore', 'compose', 'help', 'please', 'quiet', 'lull', 'delight', 'comfort', 'calm', 'tranquilize', 'placate', 'pacify', 'appease', 'alleviate', 'soothe', 'aid']",burn,"['blaze', 'char', 'heat', 'ignite', 'incinerate', 'light', 'melt', 'scorch', 'smolder', 'torch', 'hurt', 'boil', 'rage', 'beat', 'use', 'take', 'aggravate', 'annoy', 'antagonize', 'arouse', 'displease', 'embitter', 'enrage', 'exacerbate', 'exasperate', 'excite', 'incense', 'inflame', 'infuriate', 'irritate', 'offend', 'outrage', 'provoke', 'rankle', 'rile', 'burn', 'emit', 'glare', 'glow', 'radiate', 'hustle', 'scrounge']"
3046,[''],freeman,['']
3047,[''],pitting,['drilling']
3048,[''],pits,"['abyss', 'crater', 'mine', 'shaft', 'tomb', 'trench', 'chasm', 'crevasse', 'depth', 'void', 'field', 'gym', 'gymnasium', 'park', 'ring', 'rink', 'square', 'stadium', 'stage', 'cabin', 'compartment']"
