,Carbon_SynAntList_Full_Refined,word 1,word 2,relationship,label
1251,1544.0,"[-2.260679   -0.68899095 -2.1926208   4.956737    1.7572241   2.1459692
  2.7821617   1.879095   -1.1170452  -3.9633598  -1.1608709   5.461735
 -0.03592841  3.0303526  -8.934314    3.8072684   0.7886431  -2.8688285
 -0.17832685 -2.0100505   3.9510977   1.1619062  -1.1892143   3.196799
 -6.2587852  -0.8371647   4.320354   -3.6837366  -5.321393    1.2894475
  1.2888604   3.4296982  -0.87401223  3.3829682  -1.3726414  -0.925013
 -1.0283488  -1.2989479   7.850276    0.8877113  -8.112742   -1.6170847
  5.9389935  -0.0245084  -0.7571571  -3.7593505   1.6678406  -0.83916277
 -1.4064702   5.952588  ]","[-2.260679   -0.68899095 -2.1926208   4.956737    1.7572241   2.1459692
  2.7821617   1.879095   -1.1170452  -3.9633598  -1.1608709   5.461735
 -0.03592841  3.0303526  -8.934314    3.8072684   0.7886431  -2.8688285
 -0.17832685 -2.0100505   3.9510977   1.1619062  -1.1892143   3.196799
 -6.2587852  -0.8371647   4.320354   -3.6837366  -5.321393    1.2894475
  1.2888604   3.4296982  -0.87401223  3.3829682  -1.3726414  -0.925013
 -1.0283488  -1.2989479   7.850276    0.8877113  -8.112742   -1.6170847
  5.9389935  -0.0245084  -0.7571571  -3.7593505   1.6678406  -0.83916277
 -1.4064702   5.952588  ]",0,0
1252,1545.0,"[-2.260679   -0.68899095 -2.1926208   4.956737    1.7572241   2.1459692
  2.7821617   1.879095   -1.1170452  -3.9633598  -1.1608709   5.461735
 -0.03592841  3.0303526  -8.934314    3.8072684   0.7886431  -2.8688285
 -0.17832685 -2.0100505   3.9510977   1.1619062  -1.1892143   3.196799
 -6.2587852  -0.8371647   4.320354   -3.6837366  -5.321393    1.2894475
  1.2888604   3.4296982  -0.87401223  3.3829682  -1.3726414  -0.925013
 -1.0283488  -1.2989479   7.850276    0.8877113  -8.112742   -1.6170847
  5.9389935  -0.0245084  -0.7571571  -3.7593505   1.6678406  -0.83916277
 -1.4064702   5.952588  ]","[ 0.35526556  0.6103452  -0.3770434  -1.0503176  -0.22094846 -0.99466044
  1.4389135   1.7564803   0.5556262  -0.95826447 -0.48866045 -1.7727625
 -0.42303336  0.35508537  0.7760315  -0.0531381   0.9515979   2.1062868
 -1.4976275  -1.5065029  -2.3579311  -0.98846436  0.02822408  1.014296
  0.6262593  -0.9924673   0.6021434   0.84802204  3.2193446   0.63359725
 -0.10274141 -0.43064824  1.873478   -0.5905796   1.0812249  -0.44709152
 -0.8857632  -1.3627232   2.141526    0.6062684  -0.27508143 -1.2995385
  0.6132625   0.28717262 -0.48112777 -0.7769514   3.0274782  -0.8177503
  0.5194097   1.4593383 ]",0,0
1253,1546.0,"[-2.260679   -0.68899095 -2.1926208   4.956737    1.7572241   2.1459692
  2.7821617   1.879095   -1.1170452  -3.9633598  -1.1608709   5.461735
 -0.03592841  3.0303526  -8.934314    3.8072684   0.7886431  -2.8688285
 -0.17832685 -2.0100505   3.9510977   1.1619062  -1.1892143   3.196799
 -6.2587852  -0.8371647   4.320354   -3.6837366  -5.321393    1.2894475
  1.2888604   3.4296982  -0.87401223  3.3829682  -1.3726414  -0.925013
 -1.0283488  -1.2989479   7.850276    0.8877113  -8.112742   -1.6170847
  5.9389935  -0.0245084  -0.7571571  -3.7593505   1.6678406  -0.83916277
 -1.4064702   5.952588  ]","[-2.0550296   3.3554292  -1.3051356  -3.5869095   0.5255871  -2.4240901
 -0.5035998   2.207486    2.346094   -1.155091    0.25603357  0.96564645
 -0.14128378 -0.16648933  3.495277   -1.5504671   2.101264    2.002583
 -1.1310941  -0.7188142  -2.8990045   2.4028246  -0.16801412  4.139969
  0.4403993  -2.606422   -0.3208      1.5002885   2.7355998   0.3155922
 -1.0399661   0.4978304   0.55076873  2.2343755  -1.3075948  -0.72605556
  0.6243446  -2.9292803   3.0676737   1.3623227  -0.6074371   0.35647509
  1.0248709   2.4036746   0.86109084 -0.85384554  4.9548674  -3.3863328
  1.8690112   2.4687927 ]",0,0
1254,1547.0,"[-2.260679   -0.68899095 -2.1926208   4.956737    1.7572241   2.1459692
  2.7821617   1.879095   -1.1170452  -3.9633598  -1.1608709   5.461735
 -0.03592841  3.0303526  -8.934314    3.8072684   0.7886431  -2.8688285
 -0.17832685 -2.0100505   3.9510977   1.1619062  -1.1892143   3.196799
 -6.2587852  -0.8371647   4.320354   -3.6837366  -5.321393    1.2894475
  1.2888604   3.4296982  -0.87401223  3.3829682  -1.3726414  -0.925013
 -1.0283488  -1.2989479   7.850276    0.8877113  -8.112742   -1.6170847
  5.9389935  -0.0245084  -0.7571571  -3.7593505   1.6678406  -0.83916277
 -1.4064702   5.952588  ]","[-1.1903124   3.9215093  -1.9098206   0.28868476  0.92721796 -1.5587628
 -2.6618917   2.9350178   0.8840242  -2.5089092  -1.2403301   2.5886168
 -0.40754676  3.126152    0.82909715 -1.1299113   3.7200189   0.13889511
 -2.769568    0.04310293 -0.99962384  2.5493221  -0.9078606   1.9083174
 -0.93830657 -1.3516933   0.6075583  -0.97166026  0.6699107   1.3625268
 -2.4392946   3.9819393   2.4737253   0.51815206 -0.17197394 -0.17784478
  2.310473   -0.16078447  2.3791392   0.03527289  1.067242   -0.536508
 -1.577967    0.3996009  -1.4364748  -1.8741481   2.354147   -1.769686
  0.45296788  0.45788172]",0,0
1255,1548.0,"[-2.260679   -0.68899095 -2.1926208   4.956737    1.7572241   2.1459692
  2.7821617   1.879095   -1.1170452  -3.9633598  -1.1608709   5.461735
 -0.03592841  3.0303526  -8.934314    3.8072684   0.7886431  -2.8688285
 -0.17832685 -2.0100505   3.9510977   1.1619062  -1.1892143   3.196799
 -6.2587852  -0.8371647   4.320354   -3.6837366  -5.321393    1.2894475
  1.2888604   3.4296982  -0.87401223  3.3829682  -1.3726414  -0.925013
 -1.0283488  -1.2989479   7.850276    0.8877113  -8.112742   -1.6170847
  5.9389935  -0.0245084  -0.7571571  -3.7593505   1.6678406  -0.83916277
 -1.4064702   5.952588  ]","[-1.4838479   1.7058481  -0.8484311  -1.4775264  -0.5351281  -1.268605
  0.26674807  0.78955054 -0.16745919 -1.6090151   0.29498255  0.9872499
  0.43752497  0.506243    0.28138298 -0.21592203  2.3391075  -0.48823404
 -0.9167246  -0.25948498 -1.7413925   0.48145998  0.4232237   2.4425492
 -0.34956756 -0.5495579  -0.64830196 -0.7632083   2.6527526   0.7330341
  0.24639969 -0.45757717  0.46747613  1.2923979  -0.9458996  -0.4290511
  1.209629   -0.40597364  0.78585327  2.1314797   1.891727   -1.3765783
 -0.44394246 -0.88213587 -1.2713797  -0.16356468  2.0974262  -1.7428956
 -0.152808    1.5774007 ]",0,0
1256,1550.0,"[-2.260679   -0.68899095 -2.1926208   4.956737    1.7572241   2.1459692
  2.7821617   1.879095   -1.1170452  -3.9633598  -1.1608709   5.461735
 -0.03592841  3.0303526  -8.934314    3.8072684   0.7886431  -2.8688285
 -0.17832685 -2.0100505   3.9510977   1.1619062  -1.1892143   3.196799
 -6.2587852  -0.8371647   4.320354   -3.6837366  -5.321393    1.2894475
  1.2888604   3.4296982  -0.87401223  3.3829682  -1.3726414  -0.925013
 -1.0283488  -1.2989479   7.850276    0.8877113  -8.112742   -1.6170847
  5.9389935  -0.0245084  -0.7571571  -3.7593505   1.6678406  -0.83916277
 -1.4064702   5.952588  ]","[ 0.9766541  -0.64113075  1.1755544  -1.738345    0.10757177  1.4762495
 -0.16188842 -0.64294463  0.32836646 -0.5619004  -0.60629404 -0.9513312
  2.0035484  -0.30859506 -0.12237693  0.97923446 -0.0469041  -0.09718557
  1.4492353   0.04355845 -1.0837953   0.8030106   1.3062409  -0.9361257
  0.6553977  -0.18937773 -1.1288344  -2.7265708   1.2457035   0.5193616
  2.3944938   0.36153066  1.1269368   1.5273212  -1.4004153   0.17130017
 -0.76625    -2.4240882   0.25356936 -0.2882081  -0.37230822  1.2495103
  2.136716   -1.8316504  -0.38419673 -1.4148308   1.3710798   0.730968
 -0.8811817  -1.2058038 ]",0,0
1257,1551.0,"[-2.260679   -0.68899095 -2.1926208   4.956737    1.7572241   2.1459692
  2.7821617   1.879095   -1.1170452  -3.9633598  -1.1608709   5.461735
 -0.03592841  3.0303526  -8.934314    3.8072684   0.7886431  -2.8688285
 -0.17832685 -2.0100505   3.9510977   1.1619062  -1.1892143   3.196799
 -6.2587852  -0.8371647   4.320354   -3.6837366  -5.321393    1.2894475
  1.2888604   3.4296982  -0.87401223  3.3829682  -1.3726414  -0.925013
 -1.0283488  -1.2989479   7.850276    0.8877113  -8.112742   -1.6170847
  5.9389935  -0.0245084  -0.7571571  -3.7593505   1.6678406  -0.83916277
 -1.4064702   5.952588  ]","[ 0.93944794  0.5556862   0.21768843 -2.4470823  -1.4094533   2.1333325
 -0.6817383  -0.8995837  -2.4304888  -2.1544414  -2.9249494  -0.34805036
  2.068714    2.242584   -2.569363   -0.4046087   2.6209648  -2.135004
 -0.16438946 -1.1564987  -0.9287414   1.3139907   4.4759164   0.6476061
 -0.01798032 -2.9262831  -0.8208775  -4.197961   -0.7146086   1.0285068
  2.6985137   1.9934132   2.6974192   2.341291   -5.679075   -1.3286443
 -3.6025157  -0.18607986  1.0766046   1.0848365   3.0314105   2.786816
  2.9019177  -1.309545    0.25206536 -4.087199    4.172089    1.8763438
  0.7117673  -0.19938242]",0,0
1258,1552.0,"[-0.4411523   6.521702   -1.7359635   5.1368203   3.6352468   2.5517638
 -3.4758685   3.7338922   2.4409986  -1.4018224  -0.37472653  3.1826737
  0.28615755  1.5297364   1.4015666   4.449119    4.499463    0.34374052
 -4.7376165   4.342598    4.4772763   3.1849663   1.7356995   0.07906994
  2.5188975  -1.0280927   2.97212     1.6960701   6.5448956  -1.9520046
 -0.74258447  5.0082216   5.9283032  -7.6762567   3.055701    0.6010313
 -0.53509736 -6.816258    6.5103765  -3.027242    0.5113059  -0.89936703
  1.410174    0.79746103 -1.6809343   0.852545    7.1258054  -4.0761023
 -2.329528    2.5637956 ]","[-5.5764418e+00  1.6944149e+00 -3.5721896e+00 -4.7236462e+00
 -1.4953276e+00 -5.6256801e-01 -5.3688413e-01  2.6350224e+00
  3.0263288e+00 -1.7495038e-01  1.8968896e+00 -4.4210606e+00
 -5.7713327e+00 -7.3611975e-01  2.2928705e+00 -2.3697019e+00
  1.9800411e+00 -4.8747602e+00 -4.9317035e-01 -2.2625148e+00
 -5.4305148e+00 -7.3132247e-01 -2.2160242e+00  7.9639983e+00
  6.4504662e+00  3.0110943e-01  1.0988494e+00 -1.4430302e+00
  1.5226293e+00  2.4196682e+00  1.0334685e-02 -3.7825012e+00
  2.1123457e+00 -3.9163897e+00 -1.1290923e+00  2.3534741e+00
 -3.9414797e+00  1.6168954e+00  7.7915102e-01 -1.7802829e+00
  4.1389031e+00 -2.5569296e+00 -3.0603740e-01  8.6222780e-01
 -2.1627924e+00  3.5951972e-01  1.1219566e+01 -3.7996995e+00
  2.2815197e+00  6.7968020e+00]",0,0
1259,1553.0,"[-0.4411523   6.521702   -1.7359635   5.1368203   3.6352468   2.5517638
 -3.4758685   3.7338922   2.4409986  -1.4018224  -0.37472653  3.1826737
  0.28615755  1.5297364   1.4015666   4.449119    4.499463    0.34374052
 -4.7376165   4.342598    4.4772763   3.1849663   1.7356995   0.07906994
  2.5188975  -1.0280927   2.97212     1.6960701   6.5448956  -1.9520046
 -0.74258447  5.0082216   5.9283032  -7.6762567   3.055701    0.6010313
 -0.53509736 -6.816258    6.5103765  -3.027242    0.5113059  -0.89936703
  1.410174    0.79746103 -1.6809343   0.852545    7.1258054  -4.0761023
 -2.329528    2.5637956 ]","[-4.74986     0.06256275 -1.9696275  -3.999936   -3.1743214  -0.37026313
 -0.34656832  2.7729285   0.9777649  -0.10988917  1.8270078  -3.7548187
 -3.9991434  -0.92882806  2.6664355  -3.4909203   4.163437   -2.5176978
 -1.7877101  -3.0312445  -4.8148446  -0.40521616 -1.3386655   5.3477964
  3.6496797   0.97650886 -1.0573502  -0.2081642   1.7809664  -0.140496
  1.473      -4.519856   -1.0421942  -0.23071443  0.21383801  0.01769223
 -1.8039235  -0.23367734  2.8128798  -0.80249554  2.6902456  -1.458828
  1.718665   -3.3737497  -2.7566102   0.02201643  8.845392   -2.9403265
  3.1715763   5.0006886 ]",0,0
1260,1554.0,"[-0.4411523   6.521702   -1.7359635   5.1368203   3.6352468   2.5517638
 -3.4758685   3.7338922   2.4409986  -1.4018224  -0.37472653  3.1826737
  0.28615755  1.5297364   1.4015666   4.449119    4.499463    0.34374052
 -4.7376165   4.342598    4.4772763   3.1849663   1.7356995   0.07906994
  2.5188975  -1.0280927   2.97212     1.6960701   6.5448956  -1.9520046
 -0.74258447  5.0082216   5.9283032  -7.6762567   3.055701    0.6010313
 -0.53509736 -6.816258    6.5103765  -3.027242    0.5113059  -0.89936703
  1.410174    0.79746103 -1.6809343   0.852545    7.1258054  -4.0761023
 -2.329528    2.5637956 ]","[-2.1449788  -1.2612317   1.2495496  -2.4319968  -7.295566   -4.167323
 -0.32360667  2.9342816  -0.656639   -0.33519137  2.8930447  -2.0332813
 -5.153358    1.7706788   1.6680006  -3.8772175   4.5137005  -0.8343434
 -1.6577286  -5.797047   -1.2146508   1.8029785  -5.981838    6.602837
 -0.13331948 -0.2777028  -1.9555337  -0.07582673  3.2266507  -1.0216047
  3.2922738  -2.539709   -0.8205049  -1.8526454   0.1728953   0.66446006
 -2.7652643  -2.6473289   4.0476503  -1.2119666   3.4668386   2.8792958
 -2.8798     -0.4129259  -3.4601922   1.080931    8.131584   -4.2615423
  0.14852077 -0.24312514]",0,0
1261,1555.0,"[-0.4411523   6.521702   -1.7359635   5.1368203   3.6352468   2.5517638
 -3.4758685   3.7338922   2.4409986  -1.4018224  -0.37472653  3.1826737
  0.28615755  1.5297364   1.4015666   4.449119    4.499463    0.34374052
 -4.7376165   4.342598    4.4772763   3.1849663   1.7356995   0.07906994
  2.5188975  -1.0280927   2.97212     1.6960701   6.5448956  -1.9520046
 -0.74258447  5.0082216   5.9283032  -7.6762567   3.055701    0.6010313
 -0.53509736 -6.816258    6.5103765  -3.027242    0.5113059  -0.89936703
  1.410174    0.79746103 -1.6809343   0.852545    7.1258054  -4.0761023
 -2.329528    2.5637956 ]","[-5.196948   -0.7106568   2.4485095  -0.99470603 -1.4463824  -3.2388806
  1.848715    2.16951     4.9749928  -0.3763873   1.3846127  -2.3703055
 -4.3497744  -0.38023916  3.577839   -0.74253166  2.9522672  -1.2860922
  0.9333051  -0.42084834 -2.3893688  -2.5723631  -1.6621536   5.7973075
  1.2606272  -1.3812826  -0.49066824  1.0245179   0.7453984   0.84436667
  0.13715917 -3.603643   -1.477196   -2.5591004  -3.1857293  -2.9662135
 -0.34801862 -0.9335092  -0.10955656  0.04694791 -0.0386066  -1.5185843
 -1.0072956  -5.2450233  -1.6452951   2.6304183   9.350037   -1.5120202
 -0.43221056  3.4834356 ]",0,0
1262,1556.0,"[-0.4411523   6.521702   -1.7359635   5.1368203   3.6352468   2.5517638
 -3.4758685   3.7338922   2.4409986  -1.4018224  -0.37472653  3.1826737
  0.28615755  1.5297364   1.4015666   4.449119    4.499463    0.34374052
 -4.7376165   4.342598    4.4772763   3.1849663   1.7356995   0.07906994
  2.5188975  -1.0280927   2.97212     1.6960701   6.5448956  -1.9520046
 -0.74258447  5.0082216   5.9283032  -7.6762567   3.055701    0.6010313
 -0.53509736 -6.816258    6.5103765  -3.027242    0.5113059  -0.89936703
  1.410174    0.79746103 -1.6809343   0.852545    7.1258054  -4.0761023
 -2.329528    2.5637956 ]","[-2.0686462   1.2407098  -0.93363684 -1.0638034  -0.6105419  -2.362842
  3.9349833  -0.06939884  3.0462227  -2.8721437   1.963954   -0.41765815
  4.4951987  -2.48312     3.6158435  -2.1519918  -0.88570094  1.5412066
 -0.32468334  3.450656   -2.1623566  -2.7694905  -3.4321074   4.0272417
  2.2781072  -2.33814     1.4860331  -0.23760748  3.7805498  -1.0343277
  2.4915116  -0.3655701   0.28692025  3.5864995  -1.9129891  -0.3192208
 -0.5684236   3.5369577   2.5386426   1.8808277   4.105374   -5.662604
  0.6051271   0.30594632  3.6955676   1.7808377   9.17372    -0.98120004
 -3.8287928  -0.03006143]",0,0
1263,1557.0,"[-0.4411523   6.521702   -1.7359635   5.1368203   3.6352468   2.5517638
 -3.4758685   3.7338922   2.4409986  -1.4018224  -0.37472653  3.1826737
  0.28615755  1.5297364   1.4015666   4.449119    4.499463    0.34374052
 -4.7376165   4.342598    4.4772763   3.1849663   1.7356995   0.07906994
  2.5188975  -1.0280927   2.97212     1.6960701   6.5448956  -1.9520046
 -0.74258447  5.0082216   5.9283032  -7.6762567   3.055701    0.6010313
 -0.53509736 -6.816258    6.5103765  -3.027242    0.5113059  -0.89936703
  1.410174    0.79746103 -1.6809343   0.852545    7.1258054  -4.0761023
 -2.329528    2.5637956 ]","[-2.6894250e+00  2.8726807e+00 -2.5519350e+00 -4.0285501e+00
 -5.7882941e-01  2.5285161e+00  9.2852426e-01  4.0989561e+00
 -6.4747930e-02  1.0719054e+00  2.4660573e+00  8.0932572e-02
 -7.1983852e+00 -7.0334749e+00  1.1715577e+00 -7.0900124e-01
  2.1957240e+00 -2.5346787e+00 -4.7883314e-01 -9.5885587e-01
 -5.7891731e+00  5.3841395e+00 -8.6891562e-01  4.4722042e+00
  1.9619343e+00 -3.2092052e+00  3.0989714e+00 -5.6718540e-01
  1.5757630e+00  2.6161718e+00  3.4068289e+00 -4.5823874e+00
 -5.7605970e-01  2.4125149e+00  8.8918740e-01  1.6487452e+00
 -3.1408482e+00  6.8218660e+00  4.7811084e+00 -3.5094299e+00
 -1.3968308e+00 -3.9167614e+00  4.1453786e-02 -2.7931740e+00
 -2.8433576e-01 -2.0370076e+00  9.6924028e+00 -6.4713492e+00
 -7.9692667e-03  2.7728658e+00]",0,0
1264,1558.0,"[-0.4411523   6.521702   -1.7359635   5.1368203   3.6352468   2.5517638
 -3.4758685   3.7338922   2.4409986  -1.4018224  -0.37472653  3.1826737
  0.28615755  1.5297364   1.4015666   4.449119    4.499463    0.34374052
 -4.7376165   4.342598    4.4772763   3.1849663   1.7356995   0.07906994
  2.5188975  -1.0280927   2.97212     1.6960701   6.5448956  -1.9520046
 -0.74258447  5.0082216   5.9283032  -7.6762567   3.055701    0.6010313
 -0.53509736 -6.816258    6.5103765  -3.027242    0.5113059  -0.89936703
  1.410174    0.79746103 -1.6809343   0.852545    7.1258054  -4.0761023
 -2.329528    2.5637956 ]","[ 1.8497599  -0.18182941 -0.2802294  -2.6238039   0.3480089   2.4078236
 -0.01318551  0.9642288  -1.0736846   0.0894588  -1.4503416  -3.447875
  1.4569315  -0.11784226 -1.3067557   3.6736293  -0.25803092  1.2812898
  1.6138692  -0.81515145 -0.83984387  0.11290632  2.47816    -1.0839128
  0.1866952  -1.8685837   0.11906086 -1.4084864   1.4018208   1.1843402
 -0.12263391 -0.18983895  1.2667177   1.3596673  -1.5010163  -0.53251034
 -1.1021487  -1.3211788  -0.8844637   0.7651058  -0.7156146   0.32669446
  1.5690796  -0.993256   -1.2905166  -0.1869514   2.0532362   1.0855391
  2.0390062  -3.2915833 ]",0,0
1265,1559.0,"[-0.4411523   6.521702   -1.7359635   5.1368203   3.6352468   2.5517638
 -3.4758685   3.7338922   2.4409986  -1.4018224  -0.37472653  3.1826737
  0.28615755  1.5297364   1.4015666   4.449119    4.499463    0.34374052
 -4.7376165   4.342598    4.4772763   3.1849663   1.7356995   0.07906994
  2.5188975  -1.0280927   2.97212     1.6960701   6.5448956  -1.9520046
 -0.74258447  5.0082216   5.9283032  -7.6762567   3.055701    0.6010313
 -0.53509736 -6.816258    6.5103765  -3.027242    0.5113059  -0.89936703
  1.410174    0.79746103 -1.6809343   0.852545    7.1258054  -4.0761023
 -2.329528    2.5637956 ]","[-2.6683593e+00  1.7702937e-01 -7.3356109e+00 -2.6749647e+00
 -1.8362706e+00 -9.2827892e-01  2.5253437e+00  3.4234750e+00
 -2.0020266e+00 -6.5418110e+00  5.6378136e+00 -3.7146983e-01
 -1.8116075e+00 -4.0955114e+00  1.0306644e+00 -2.4703424e+00
  3.0119095e+00 -3.7683096e+00 -6.9934530e+00 -2.1099088e+00
 -3.5546291e+00  3.7702146e+00 -3.6415832e+00  6.6149015e+00
  3.0700271e+00 -2.4880366e+00 -2.1168425e+00  1.9953930e+00
 -6.5327090e-01 -4.2973595e+00  4.7845345e+00 -5.3681626e+00
 -1.2428766e+00  4.4619975e+00 -1.7629677e+00  1.3378521e+00
 -3.0656618e-03  3.9256678e+00  2.2710867e+00 -3.2919543e+00
  5.7709131e+00 -2.0441179e+00 -3.6769795e+00  1.5141070e+00
  1.1547167e+00  1.8503605e+00  8.1325607e+00 -6.7618403e+00
  4.7625318e-01 -2.8808093e-01]",0,0
1266,1560.0,"[-0.4411523   6.521702   -1.7359635   5.1368203   3.6352468   2.5517638
 -3.4758685   3.7338922   2.4409986  -1.4018224  -0.37472653  3.1826737
  0.28615755  1.5297364   1.4015666   4.449119    4.499463    0.34374052
 -4.7376165   4.342598    4.4772763   3.1849663   1.7356995   0.07906994
  2.5188975  -1.0280927   2.97212     1.6960701   6.5448956  -1.9520046
 -0.74258447  5.0082216   5.9283032  -7.6762567   3.055701    0.6010313
 -0.53509736 -6.816258    6.5103765  -3.027242    0.5113059  -0.89936703
  1.410174    0.79746103 -1.6809343   0.852545    7.1258054  -4.0761023
 -2.329528    2.5637956 ]","[-0.34505147 -0.01568645 -0.8138366  -0.31230676 -0.65656227 -0.22322004
  0.39437103  0.10166445  0.45776117 -0.00700201  0.34060198  0.39783752
  0.20011091 -0.77427447  0.46361    -0.6389617   0.5453431   0.18454859
 -0.39907292  0.2567993  -0.16218446  0.5968283  -0.64284694  0.8716516
  0.7228859  -0.23493515 -0.33137026 -0.3643888   0.2740269  -0.07547501
  0.00396198 -0.334165   -0.31536806  0.12751517  0.23958948  0.0335816
 -0.24553059  0.30139217  0.6383047   0.55443764  0.6482364  -0.04339632
 -0.00849938 -0.35394502 -0.47916868  0.10043602  0.577886   -0.2575926
  0.60033935  0.303494  ]",0,0
1267,1561.0,"[-0.4411523   6.521702   -1.7359635   5.1368203   3.6352468   2.5517638
 -3.4758685   3.7338922   2.4409986  -1.4018224  -0.37472653  3.1826737
  0.28615755  1.5297364   1.4015666   4.449119    4.499463    0.34374052
 -4.7376165   4.342598    4.4772763   3.1849663   1.7356995   0.07906994
  2.5188975  -1.0280927   2.97212     1.6960701   6.5448956  -1.9520046
 -0.74258447  5.0082216   5.9283032  -7.6762567   3.055701    0.6010313
 -0.53509736 -6.816258    6.5103765  -3.027242    0.5113059  -0.89936703
  1.410174    0.79746103 -1.6809343   0.852545    7.1258054  -4.0761023
 -2.329528    2.5637956 ]","[ 1.7558914e+00  1.6692660e+00 -2.3780851e+00 -5.3290067e+00
 -2.0775832e-03  1.1711760e+00 -3.5124273e+00  2.0068974e+00
 -1.3007742e+00  1.5873723e+00 -2.2559249e+00 -3.1140549e+00
  3.1974602e+00 -1.0990015e+00 -2.8483658e+00 -1.1446430e-02
  3.3502489e-01  9.7851622e-01  3.4683299e-01 -1.3206521e+00
  6.2437570e-01  2.5071222e-01  3.2956903e+00 -1.6864573e+00
 -2.3635806e-01 -7.7204962e+00  1.6396255e+00 -1.3688498e+00
  9.7233437e-02  2.5578279e+00 -3.7019229e-01 -2.6938352e-01
  4.8570971e+00  3.2021627e-01 -2.0927813e+00  3.6016709e-01
 -2.2416303e+00 -3.1462564e+00 -4.3917814e-01 -1.3947186e+00
  2.2981532e+00  1.6472219e+00 -2.4147551e+00  2.8223333e+00
 -2.5022402e-01  2.6305065e+00  7.6650882e+00  2.7134669e+00
  1.8908380e+00 -1.5694199e+00]",0,0
1268,1562.0,"[-0.4411523   6.521702   -1.7359635   5.1368203   3.6352468   2.5517638
 -3.4758685   3.7338922   2.4409986  -1.4018224  -0.37472653  3.1826737
  0.28615755  1.5297364   1.4015666   4.449119    4.499463    0.34374052
 -4.7376165   4.342598    4.4772763   3.1849663   1.7356995   0.07906994
  2.5188975  -1.0280927   2.97212     1.6960701   6.5448956  -1.9520046
 -0.74258447  5.0082216   5.9283032  -7.6762567   3.055701    0.6010313
 -0.53509736 -6.816258    6.5103765  -3.027242    0.5113059  -0.89936703
  1.410174    0.79746103 -1.6809343   0.852545    7.1258054  -4.0761023
 -2.329528    2.5637956 ]","[ 0.22322416  0.7719573  -2.1815772  -2.3214085  -0.5246304  -0.56906587
 -0.6414797   2.8109787   1.6817975  -1.9161859   0.25017607 -1.0536289
 -1.5517094  -0.87486774  2.6401122  -0.40261588  1.0327038  -0.60121423
 -0.62338924 -1.2172631  -3.3120244   1.5355041  -0.16609386  4.0538735
  2.0283015   0.6352208   0.48187953 -1.3079113   0.45316723  2.3353593
 -0.90172553 -2.061206    0.03920098 -0.49782804  0.8276263  -2.3867555
  2.1026695  -2.097191    2.7987823   0.22689407 -1.2778374  -2.3621194
  0.46103844 -2.3427653  -2.7087758  -0.7460288   4.6760926  -1.8088539
  0.00849888  2.6953928 ]",0,0
1269,1563.0,"[-0.4411523   6.521702   -1.7359635   5.1368203   3.6352468   2.5517638
 -3.4758685   3.7338922   2.4409986  -1.4018224  -0.37472653  3.1826737
  0.28615755  1.5297364   1.4015666   4.449119    4.499463    0.34374052
 -4.7376165   4.342598    4.4772763   3.1849663   1.7356995   0.07906994
  2.5188975  -1.0280927   2.97212     1.6960701   6.5448956  -1.9520046
 -0.74258447  5.0082216   5.9283032  -7.6762567   3.055701    0.6010313
 -0.53509736 -6.816258    6.5103765  -3.027242    0.5113059  -0.89936703
  1.410174    0.79746103 -1.6809343   0.852545    7.1258054  -4.0761023
 -2.329528    2.5637956 ]","[ 0.94662726  0.7792678  -1.6074595  -1.8540401  -1.4529924  -3.2220495
 -1.3682723   2.6935747   0.7895415  -0.45884925 -0.13876966 -1.7147694
 -0.68304396 -1.6779535   3.6006277  -2.2800128   4.933228    0.70777285
 -0.70661396 -0.99381423 -2.9219875   2.1496332  -2.113277    5.201491
 -0.2570634  -0.5282993   1.0771779  -0.23583043  0.19689152 -0.03087544
 -1.0510445  -1.2757913  -0.6001257  -0.8066935   0.05173035 -2.0128927
  1.962       0.21519628  3.3447514   2.2180445  -1.5314367  -1.3176583
  0.42137378 -2.246171   -3.968486    0.14303435  5.200613   -3.4170153
 -0.24975835  1.7068421 ]",0,0
